cdobstecou;nomprincip;ouv_coord_x;ouv_coord_y;ouv_type_nom;ouv_usage_energie_hydro;ouv_usages;ouv_etat;ouv_liaison;ouv_ouvrage_lie;demarche_priorisation_1;demarche_priorisation_2;demarche_priorisation_3;demarche_priorisation_4;demarche_priorisation_5;demarche_priorisation_6;demarche_priorisation_7;demarche_priorisation_8;demarche_priorisation_9;niveau_priorisation;commentaire_principal;ouv_hauteur_chute_1;ouv_date_hauteur_chute_1;ouv_operateur_hauteur_chute_1;ouv_precision_hauteur_chute_1;ouv_hauteur_chute_2;ouv_date_hauteur_chute_2;ouv_operateur_hauteur_chute_2;ouv_precision_hauteur_chute_2;ouv_hauteur_chute_3;ouv_date_hauteur_chute_3;ouv_operateur_hauteur_chute_3;ouv_precision_hauteur_chute_3;ouv_hauteur_chute_4;ouv_date_hauteur_chute_4;ouv_operateur_hauteur_chute_4;ouv_precision_hauteur_chute_4;ouv_hauteur_chute_5;ouv_date_hauteur_chute_5;ouv_operateur_hauteur_chute_5;ouv_precision_hauteur_chute_5;hauteur_chute_ICE;ouv_arasement;ouv_date_arasement;conformite_arasement;ouv_derasement;ouv_date_derasement;conformite_ derasement;dispo_franch_piscicole_1;date_mes_dispo_franch_piscicole_1;dispo_franch_piscicole_2;date_mes_dispo_franch_piscicole_2;dispo_franch_piscicole_3;date_mes_dispo_franch_piscicole_3;dispo_franch_piscicole_4;date_mes_dispo_franch_piscicole_4;dispo_franch_piscicole_5;date_mes_dispo_franch_piscicole_5;mesure_corrective_montaison_gestion;mesure_corrective_montaison_equipement;interet_montaison;conformite_montaison;mesure_corrective_devalaison_gestion;mesure_corrective_devalaison_equipement;mesure_corrective_devalaison_turbine;interet_devalaison;conformite_devalaison;mesure_corrective_sediment_gestion;mesure_corrective_sediment_equipement;mesure_corrective_sediment_recharge;mesure_corrective_commentaire;avis_technique_global;commentaire_avis_technique;note_appreciation_montaison_anguille;date_appreciation_montaison_anguille;note_appreciation_montaison_saumon_atlantique;date_appreciation_montaison_saumon_atlantique;note_appreciation_montaison_grande_alose;date_appreciation_montaison_grande_alose;note_appreciation_montaison_alose_feinte;date_appreciation_montaison_alose_feinte;note_appreciation_montaison_lamproie_marine;date_appreciation_montaison_lamproie_marine;note_appreciation_montaison_truite_fario;date_appreciation_montaison_truite_fario;avis_devalaison_anguille;avis_devalaison_saumon_atlantique;avis_continuite_sedimentaire;date_debut_activite;date_fin_activite;variabilité_debit_reserve;debit_reserve;debit_reserve_ICE;debit_minimal_montaison;debit_minimal_devalaison;debit_alimentation_ICE;debit_maximal_autorisé;debit_preleve_ICE;commentaire_debit;longueur_troncon_cc;longueur_troncon_cc_ICE;ecartement_grille;espace_interbarreaux_ICE;cote_retenue_basse;cote_retenue_haute;classement_liste_1;classement_liste_2;date_arrete_classement;especes_cibles;statut_sdage_1;statut_sdage_2;statut_sdage_3;statut_administratif;date_fin_acte;existence_reglement_eau;surface_bv_amont;source_surface_bv;module_cours_d_eau;source_module;surface_bv_amont_irstea;module_cours_d_eau_irstea;robustesse_irstea;altitude;ouvrage_mer;lineaire_aval;surface_retenue;source_surface_retenue;volume_retenue;source_volume_retenue;longueur_remous;source_longueur_remous;chute_naturelle_amont;chute_naturelle_aval;commentaire_contexte;nom_cours_d_eau_topo;commune;departement;code_cours_eau;code_zone_hydro;code_sous_secteur_hydro;nom_bassin_hydro;code_masse_eau;statut_roe
ROE5348;Barrage et Ecluse de Guillec;177841.80;6812779.48;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.69;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1995-12-31;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Lamproie marine"",""Truite de mer"",""Saumon atlantique"",""Anguille";;;;;;Non;;;;;;;;15;;47.47;;;;;;;;;;canal de nantes à brest (déclassé);CHATEAULIN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5349;Barrage et Ecluse de Trésiguidy;178607.06;6812892.42;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.88;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1995-12-31;Pré-barrage;1995-12-31;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Lamproie marine"",""Anguille"",""Saumon atlantique"",""Grande alose";;;;;;Non;;;;;1448.00;28.344;Prudence;18;false;53.57;;;;;;;;;;l'aulne;LOTHEY;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5350;Barrage et Ecluse de Lothey;179050.48;6812458.62;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";2.02;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1994-12-31;Passe à ralentisseurs;1994-12-31;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Anguille"",""Grande alose"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;17;;53.57;;;;;;;;;;l'aulne;PLEYBEN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5351;Barrage et Ecluse de Coat Pont;179734.77;6812469.64;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.99;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1971-12-31;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Truite de mer"",""Lamproie marine"",""Saumon atlantique"",""Anguille";;;;;;Non;;;;;1425.00;27.831;Prudence;20;false;55.34;;;;;;;;;;canal de nantes à brest (déclassé);LOTHEY;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5353;Barrage et Ecluse de Stéréon;181017.33;6811132.45;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.92;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1995-12-31;Passe à ralentisseurs;1995-12-31;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer"",""Saumon atlantique"",""Grande alose"",""Lamproie marine";;;;;;Non;;;;;;;;23;;57.69;;;;;;;;;;l'aulne;GOUEZEC;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5354;Barrage et Ecluse de St Algon;182405.27;6811348.54;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.89;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;;Passe à ralentisseurs;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Anguille"",""Truite de mer"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;;;;23;;58.94;;;;;;;;;;l'aulne;PLEYBEN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5355;Barrage et Ecluse de Buzit;183418.19;6810905.79;Seuil en rivière;;;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1997-12-31;Passe à ralentisseurs;1997-12-31;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Anguille"",""Truite de mer"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;0.00;0.002;Robuste;27;false;63.79;;;;;;;;;;l'aulne;PLEYBEN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5356;Barrage et Ecluse de Rosvéguen;185512.78;6809799.65;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1965-12-31;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Anguille"",""Grande alose"",""Lamproie marine";;;;;;Non;;;;;1347.00;26.188;Prudence;28;false;66.41;;;;;;;;;;canal de nantes à brest (déclassé);LENNON;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5357;Barrage et Ecluse de Nénéz;186823.12;6808660.64;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.98;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1997-12-31;Pré-barrage;1997-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Truite de mer"",""Saumon atlantique"",""Anguille"",""Lamproie marine";;;;;;Non;;;;;1332.00;25.892;Prudence;30;false;68.70;;;;;;;;;;l'aulne;SAINT-THOIS;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5358;Barrage et Ecluse de Prat Pourric;188824.77;6808242.89;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";2.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1970-12-31;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;33;;71.48;;;;;;;;;;canal de nantes à brest (déclassé);CHATEAUNEUF-DU-FAOU;29;J3810180;J381;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5359;Barrage et Ecluse de Kersalic;191921.18;6806340.49;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.63;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1963-12-31;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Anguille"",""Truite de mer"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;;;;35;;79.16;;;;;;;;;;canal de nantes à brest (déclassé);LAZ;29;J3810180;J381;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5360;Barrage et Ecluse de Kerbaoret;193679.08;6806531.97;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.93;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1997-12-31;Passe à ralentisseurs;1997-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Truite de mer"",""Anguille"",""Grande alose"",""Saumon atlantique";;;;;;Non;;;;;;;;33;;79.16;;;;;;;;;;l'aulne;CHATEAUNEUF-DU-FAOU;29;J3810180;J381;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5361;Barrage et Ecluse de Châteauneuf;193867.08;6808325.81;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1998-12-31;Pré-barrage;1998-12-31;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Lamproie marine"",""Anguille"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;1204.00;23.226;Prudence;37;false;79.16;;;;;;;;;;canal de nantes à brest (déclassé);CHATEAUNEUF-DU-FAOU;29;J3810180;J381;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5364;Barrage et Ecluse de Bizernic;194660.53;6808486.95;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1957-12-31;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Saumon atlantique"",""Truite de mer"",""Anguille"",""Grande alose";;;;;;Non;;;;;1174.00;22.608;Prudence;42;false;86.13;;;;;;;;;;canal de nantes à brest (déclassé);CHATEAUNEUF-DU-FAOU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5365;Barrage et Ecluse de Boudrac'h;194928.44;6806752.13;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Echancrure profonde creusée au milieu du déversoir en 1957.
Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;1957-12-31;;;;;;;;;Non;Non;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Grande alose"",""Lamproie marine"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;41;;86.13;;;;;;;;;;l'aulne;SAINT-GOAZEC;29;J3806200;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5366;Barrage et Ecluse du Moustoir;196302.47;6808511.07;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1998-12-31;Pré-barrage;1998-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Truite de mer"",""Anguille"",""Grande alose"",""Saumon atlantique";;;;;;Non;;;;;;;;43;;86.13;;;;;;;;;;l'aulne;SAINT-GOAZEC;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5367;Barrage et Ecluse de Goaker;196998.28;6807253.30;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1998-12-31;Passe à ralentisseurs;1998-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Truite de mer";;;;;;Non;;;;;;;;45;;86.56;;;;;;;;;;l'aulne;CHATEAUNEUF-DU-FAOU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5368;Barrage et Ecluse de Lanmeur;198863.25;6808840.88;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";2.14;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1965-12-31;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Lamproie marine"",""Saumon atlantique"",""Truite de mer"",""Grande alose";;;;;;Non;;;;;1140.00;21.978;Prudence;48;false;89.88;;;;;;;;;;l'aulne;SPEZET;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5369;Barrage et Ecluse de Rosily;198447.73;6810329.19;Seuil en rivière;;;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1999-12-31;Passe à ralentisseurs;1999-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Saumon atlantique"",""Truite de mer"",""Anguille"",""Lamproie marine";;;;;;Non;;;;;;;;51;;91.97;;;;;;;;;;l'aulne;CHATEAUNEUF-DU-FAOU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5372;Barrage et Ecluse de Ros ar Gaouen;200133.13;6811438.11;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.71;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1999-12-31;Passe à ralentisseurs;1999-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;53;;95.98;;;;;;;;;;l'aulne;PLONEVEZ-DU-FAOU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5373;Barrage et Ecluse de Pénity Raoul;201499.82;6811909.22;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";2.27;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à ralentisseurs;1999-12-31;Pré-barrage;1999-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Anguille"",""Truite de mer"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;;;;53;;99.08;;;;;;;;;;l'aulne;LANDELEAU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5374;Barrage et Ecluse de Pont Triffen;202955.46;6812217.55;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;;;;;;;;;;;;2.01;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;55;;101.80;;;;;;;;;;canal de nantes à brest (déclassé);SPEZET;29;J3730300;J373;J37;LOIRE-BRETAGNE;FRGR0071;Validé point par point
ROE5376;Moulin Vert;201644.05;6812774.87;Seuil en rivière;Non;"Suivi technique et scientifique (débit, température)"",""Loisirs et sports aquatiques";Existant;;;;;;;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Grande alose"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;;;;57;;105.08;;;;;;;;;;l'aulne;CLEDEN-POHER;29;J3630180;J363;J36;LOIRE-BRETAGNE;FRGR0055;Validé point par point
ROE5377;Barrage et Ecluse de Lesnevez;203843.24;6812170.70;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;;;;;;;;;;;;1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;58;;101.80;;;;;;;;;;canal de nantes à brest (déclassé);SPEZET;29;J3730300;J373;J37;LOIRE-BRETAGNE;FRGR0071;Validé point par point
