cdobstecou;nomprincip;ouv_coord_x;ouv_coord_y;ouv_type_nom;ouv_usage_energie_hydro;ouv_usages;ouv_etat;ouv_liaison;ouv_ouvrage_lie;demarche_priorisation_1;demarche_priorisation_2;demarche_priorisation_3;demarche_priorisation_4;demarche_priorisation_5;demarche_priorisation_6;demarche_priorisation_7;demarche_priorisation_8;demarche_priorisation_9;niveau_priorisation;commentaire_principal;ouv_hauteur_chute_1;ouv_date_hauteur_chute_1;ouv_operateur_hauteur_chute_1;ouv_precision_hauteur_chute_1;ouv_hauteur_chute_2;ouv_date_hauteur_chute_2;ouv_operateur_hauteur_chute_2;ouv_precision_hauteur_chute_2;ouv_hauteur_chute_3;ouv_date_hauteur_chute_3;ouv_operateur_hauteur_chute_3;ouv_precision_hauteur_chute_3;ouv_hauteur_chute_4;ouv_date_hauteur_chute_4;ouv_operateur_hauteur_chute_4;ouv_precision_hauteur_chute_4;ouv_hauteur_chute_5;ouv_date_hauteur_chute_5;ouv_operateur_hauteur_chute_5;ouv_precision_hauteur_chute_5;hauteur_chute_ICE;ouv_arasement;ouv_date_arasement;conformite_arasement;ouv_derasement;ouv_date_derasement;conformite_ derasement;dispo_franch_piscicole_1;date_mes_dispo_franch_piscicole_1;dispo_franch_piscicole_2;date_mes_dispo_franch_piscicole_2;dispo_franch_piscicole_3;date_mes_dispo_franch_piscicole_3;dispo_franch_piscicole_4;date_mes_dispo_franch_piscicole_4;dispo_franch_piscicole_5;date_mes_dispo_franch_piscicole_5;mesure_corrective_montaison_gestion;mesure_corrective_montaison_equipement;interet_montaison;conformite_montaison;mesure_corrective_devalaison_gestion;mesure_corrective_devalaison_equipement;mesure_corrective_devalaison_turbine;interet_devalaison;conformite_devalaison;mesure_corrective_sediment_gestion;mesure_corrective_sediment_equipement;mesure_corrective_sediment_recharge;mesure_corrective_commentaire;avis_technique_global;commentaire_avis_technique;note_appreciation_montaison_anguille;date_appreciation_montaison_anguille;note_appreciation_montaison_saumon_atlantique;date_appreciation_montaison_saumon_atlantique;note_appreciation_montaison_grande_alose;date_appreciation_montaison_grande_alose;note_appreciation_montaison_alose_feinte;date_appreciation_montaison_alose_feinte;note_appreciation_montaison_lamproie_marine;date_appreciation_montaison_lamproie_marine;note_appreciation_montaison_truite_fario;date_appreciation_montaison_truite_fario;avis_devalaison_anguille;avis_devalaison_saumon_atlantique;avis_continuite_sedimentaire;date_debut_activite;date_fin_activite;variabilité_debit_reserve;debit_reserve;debit_reserve_ICE;debit_minimal_montaison;debit_minimal_devalaison;debit_alimentation_ICE;debit_maximal_autorisé;debit_preleve_ICE;commentaire_debit;longueur_troncon_cc;longueur_troncon_cc_ICE;ecartement_grille;espace_interbarreaux_ICE;cote_retenue_basse;cote_retenue_haute;classement_liste_1;classement_liste_2;date_arrete_classement;especes_cibles;statut_sdage_1;statut_sdage_2;statut_sdage_3;statut_administratif;date_fin_acte;existence_reglement_eau;surface_bv_amont;source_surface_bv;module_cours_d_eau;source_module;surface_bv_amont_irstea;module_cours_d_eau_irstea;robustesse_irstea;altitude;ouvrage_mer;lineaire_aval;surface_retenue;source_surface_retenue;volume_retenue;source_volume_retenue;longueur_remous;source_longueur_remous;chute_naturelle_amont;chute_naturelle_aval;commentaire_contexte;nom_cours_d_eau_topo;commune;departement;code_cours_eau;code_zone_hydro;code_sous_secteur_hydro;nom_bassin_hydro;code_masse_eau;statut_roe
ROE44451;Moulin du Val;274393.32;6749166.02;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Lamproie marine"",""Saumon atlantique";;;;;;Non;;;;;;;;63;;21.56;;;;;;;;;;ruisseau de condat;SAINT-NOLFF;56;J6404000;J640;J64;LOIRE-BRETAGNE;FRGR0105;Validé point par point
ROE44462;Moulin de Gourvinec (Saint Nolff);276015.37;6748804.76;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Saumon atlantique"",""Truite de mer"",""Anguille";;;;;;Non;;;;;;;;72;;21.56;;;;;;;;;;;SAINT-NOLFF;56;J6404000;J640;J64;LOIRE-BRETAGNE;FRGR0105;Validé point par point
ROE44473;Prise d'eau de Liziec;269998.19;6745485.10;Barrage;Non;Alimentation en eau potable;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;13;;;;;;;;;;;;ruisseau de gornay;SAINT-AVE;56;J6404452;J640;J64;LOIRE-BRETAGNE;;Validé point par point
ROE44487;Barrage de Rohan;267449.18;6745041.28;Barrage;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;16;;12.67;;;;;;;;;;le meucon;VANNES;56;J6407100;J640;J64;LOIRE-BRETAGNE;FRGR1617;Validé point par point
ROE44493;Château de Liziec (Vannage);270305.09;6745402.77;Barrage;Non;Alimentation en eau potable;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;Passe à Anguille;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Anguille"",""Lamproie marine";;;;;;Non;;;;;;;;14;;10.50;;;;;;;;;;ruisseau de liziec;SAINT-AVE;56;J6404000;J640;J64;LOIRE-BRETAGNE;FRGR0105;Validé point par point
ROE44510;Decharge de Camarel;242757.79;6858245.00;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;50;;27.72;;;;;;;;;;le théoulas;BRELIDY;22;J2017200;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44513;Traou an Dour;239495.49;6851632.53;Seuil en rivière;;;Existant;;;;;;;;;;;;;;0.40;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;108;;37.30;;;;;;;;;;le jaudy;PEDERNEC;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44514;Kerprigent;239538.93;6851197.45;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;109;;37.30;;;;;;;;;;le jaudy;PEDERNEC;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44519;Squibernevez;239174.84;6850271.68;Seuil en rivière;Non;Activités aquacoles;Existant;;;;;;;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;4;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;117;;37.30;;;;;;;;;;le jaudy;PEDERNEC;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44520;Milin an Hent;238716.32;6849696.99;Seuil en rivière;;;Détruit partiellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;120;;37.30;;;;;;;;;;le jaudy;PEDERNEC;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44522;Moulin de Kerdessey;238408.87;6849238.74;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;126;;41.00;;;;;;;;;;;PEDERNEC;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44524;Kerroland;237552.72;6848778.30;;;;Détruit partiellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;140;;41.00;;;;;;;;;;;TREGLAMUS;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44527;Moulin Lovaint;238308.99;6848855.65;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;5;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;141;;;;;;;;;;;;;PEDERNEC;22;J2014700;J201;J20;LOIRE-BRETAGNE;;Validé point par point
ROE44529;Moulin de Pont Jaudy (PE);236670.33;6847771.71;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.40;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;150;;41.00;;;;;;;;;;le jaudy;TREGLAMUS;22;J2010300;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE44530;Moulin de Kerguillet (PE);235974.65;6847443.72;;;;Détruit partiellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;157;;45.92;;;;;;;;;;NR;TREGLAMUS;22;J2014400;J201;J20;LOIRE-BRETAGNE;FRGR0044;Validé point par point
ROE45421;Barrage et Ecluse de Blond;292888.73;6768147.23;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;;;;;;;;;;;;1.70;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Brochet";;;;;;Non;;;;;;;;20;;96.80;;;;;;;;;;l'oust;GUILLAC;56;J8220230;J822;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE45609;Retenue de Pont Sal;256627.54;6746539.93;Barrage;Non;Alimentation en eau potable;Détruit entièrement;;;;GRENELLE;PGA;;;;;;;;;0.00;2018-12-31;AFB;;4.00;;;;;;;;;;;;;;;;;;;;true;2017-10-31;Validée conforme au projet;Absence de passe;;;;;;;;;;Non;Non;Oui;;Non;Non;Non;Oui;;Non;Non;Non;;Positif;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;87.00;1.147;Robuste;3;;17.03;;;;;;;;;;le sal;PLOUGOUMELEN;56;J6224000;J622;J62;LOIRE-BRETAGNE;FRGR1620;Validé point par point
ROE46018;Moulin de Kerguoc'h;246336.73;6742885.17;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.90;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-12-04;"Brochet"",""Anguille";;;;;;Non;;;;;;;;4;;1.68;;;;;;;;;;ruisseau de gouyanzeur;CARNAC;56;;;;LOIRE-BRETAGNE;FRGT22;Validé point par point
ROE46019;moulin de Campen;265376.85;6743169.31;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;3;;5.85;;;;;;;;;;rivière du vincin;ARRADON;56;J6304000;J630;J63;LOIRE-BRETAGNE;FRGR1615;Validé point par point
ROE46026;Moulin de Tréhuinec;265759.98;6747297.46;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;30;;12.67;;;;;;;;;;le meucon;VANNES;56;J6407100;J640;J64;LOIRE-BRETAGNE;FRGR1617;Validé point par point
ROE46027;Moulin de Brambec;266468.02;6747883.97;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;30;;12.67;;;;;;;;;;le meucon;VANNES;56;J6407100;J640;J64;LOIRE-BRETAGNE;FRGR1617;Validé point par point
ROE46030;Moulin du Chateau de Plessis Josso;280090.27;6740393.09;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;19;;13.56;;;;;;;;;;ruisseau du plessis;THEIX;56;J6414000;J641;J64;LOIRE-BRETAGNE;FRGR1613;Validé point par point
ROE46420;Ancien Moulin de Pomeleuc;280821.65;6778875.29;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;38;;117.19;;;;;;;;;;l'oust;LANOUEE;56;J8200230;J820;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE56457;Bras de décharge des Haras Nationaux;292174.41;6833291.93;Seuil en rivière;;;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;LAMBALLE;22;;J131;J13;LOIRE-BRETAGNE;;Validé point par point
ROE56458;Prise d'eau de Kergomar;227392.63;6874308.33;Seuil en rivière;Non;Aucun;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;7;;3.11;;;;;;;;;;ruisseau du gruguil;LOUANNEC;22;J2114000;J211;J21;LOIRE-BRETAGNE;FRGR1488;Validé point par point
ROE56459;Milin ar C'Hastell;218702.75;6862208.50;Barrage;Non;Aucun;Existant;;;;;PGA;;;;;;;;;3.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer"",""Saumon atlantique";;;;;;Non;;;;;;;;55;;3.56;;;;;;;;;;ruisseau de kerdu;SAINT-MICHEL-EN-GREVE;22;J2304000;J230;J23;LOIRE-BRETAGNE;FRGR1441;Validé point par point
ROE56460;Moulin Prébauté (Kermadur);243539.42;6876614.82;Seuil en rivière;Non;Aucun;Détruit entièrement;;;;;PGA;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer";;;;;;Non;;;;;;;;23;;2.93;;;;;;;;;;ruisseau de lizildry;PLOUGRESCANT;22;J2104000;J210;J21;LOIRE-BRETAGNE;FRGR1490;Validé point par point
ROE56461;Ouvrage de connexion des marais de Launay;235193.19;6877312.89;;;;;;;;;PGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;6;;;;;;;;;;;;NR;TREVOU-TREGUIGNEC;22;J2106400;J210;J21;LOIRE-BRETAGNE;;Validé point par point
ROE56463;Milin Kervegan;217737.45;6857912.87;Barrage;;;Détruit entièrement;;;;;PGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Anguille"",""Truite de mer";;;;;;Non;;;;;;;;66;;4.66;;;;;;;;;;ruisseau de roscoat;TREDUDER;22;J2314010;J231;J23;LOIRE-BRETAGNE;FRGR1451;Validé point par point
ROE56464;Pont ar Roscoat;216594.84;6861768.24;Obstacle induit par un pont;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;1.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Anguille";;;;;;Non;;;;;;;;16;;1.90;;;;;;;;;;ruisseau de roscoat;SAINT-MICHEL-EN-GREVE;22;J2314010;J231;J23;LOIRE-BRETAGNE;FRGR1451;Validé point par point
ROE56465;Moulin Mer (Belon);203801.80;6768502.40;Barrage;;;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;1.80;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer"",""Saumon atlantique";;;;;;Non;;;;;;;;3;;9.91;;;;;;;;;;rivière de belon;RIEC-SUR-BELON;29;J4634000;J463;J46;LOIRE-BRETAGNE;FRGT17;Validé point par point
ROE56466;Moulin du Duc;203978.33;6768671.32;Barrage;;;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;4.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;6;;9.91;;;;;;;;;;rivière de belon;MOELAN-SUR-MER;29;J4634000;J463;J46;LOIRE-BRETAGNE;FRGR1629;Validé point par point
ROE56467;Moulin de Saint Alouarn;166508.27;6795023.80;Barrage;Non;Type d'usage inconnu;Existant;;;;;PGA;;;;;;;;;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Saumon atlantique";;;;;;Non;;;;;;;;65;;28.03;;;;;;;;;;NR;GUENGAT;29;J4315600;J431;J43;LOIRE-BRETAGNE;FRGR0084;Validé point par point
ROE56468;Moulin Neuf ;182942.51;6851482.20;Seuil en rivière;;;Existant;;;;;;;;;;;;;2 buses chute aval 0.2 suivies à 1 ml d'un radier en pente chute aval 0.25 suivi à 2ml d'une chute environ 1 m;1.45;2019-03-20;AFB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;Négatif;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Lamproie marine"",""Anguille";;;;;;Non;;;;;;;;;;21.76;;;;;;;;;;l'horn;PLOUVORN;29;;J301;J30;LOIRE-BRETAGNE;;Validé point par point
ROE56469;Seuil de Traouez;173796.82;6860080.96;Barrage;;;Existant;;;;;;;;;;;;;;7.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;Négatif;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer";;;;;;Non;;;;;;;;44;;12.39;;;;;;;;;;kerallé;CLEDER;29;J3104000;J310;J31;LOIRE-BRETAGNE;FRGR1456;Validé point par point
ROE56470;La Faiencerie;162913.86;6831350.16;Obstacle induit par un pont;;;Existant;;;;;PGA;;;;;;;;;0.50;2019-03-22;AFB;sd29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Anguille"",""Truite de mer";;;;;;Non;;;;;;;;5;;9.52;;;;;;;;;;NR;DAOULAS;29;J3516200;J351;J35;LOIRE-BRETAGNE;;Validé point par point
ROE56471;moulin de Penguilly;175028.73;6845598.28;Seuil en rivière;Non;Loisirs et sports aquatiques;Détruit entièrement;;;;;PGA;;;;;;;;;0.00;2019-03-06;OFB;;3.70;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Lamproie marine"",""Saumon atlantique";;;;;;Non;;;;;;;;35;;29.17;;;;;;;;;;NR;BODILIS;29;J3415800;J341;J34;LOIRE-BRETAGNE;FRGR0066c;Validé point par point
ROE56472;Moulin du Scouët;254962.21;6758249.71;Barrage;;;Existant;;;;;;;;;;;;;;1.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Lamproie marine"",""Truite de mer"",""Anguille";;;;;;Non;;;;;;;;34;;33.38;;;;;;;;;;le loc'h;PLUVIGNER;56;J6200300;J620;J62;LOIRE-BRETAGNE;FRGR0104;Validé point par point
ROE56473;Moulin du Val Néant;292126.96;6765131.89;Seuil en rivière;Oui;;Existant;;;;;PGA;;;;;;;;;4.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Rivière de contournement;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.250;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Brochet";;;;;;Non;;;;;;;;27;;93.50;;;;;;;;;;ruisseau de tromeur;LE ROC-SAINT-ANDRE;56;J8404700;J840;J84;LOIRE-BRETAGNE;FRGR1192;Validé point par point
